Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_Label,Indicator_Category_Label,Month_Week,Week_Ending,ND_Weekly_Estimate,CI_Half_width_95pct,n_unweighted,Suppression_Flag,Current_Season_Week_Ending,Influenza_Season,Legend,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort,Demographic_Name_Sort,Geographic_Sort,Season_Sort,Legend_Sort
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,31.6,6.188,1108,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",25.4 - 37.8,2,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,21.6,7.4146,714,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",14.2 - 29.0,2,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,,23.8,7.3712,837,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",16.4 - 31.1,2,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,,29.5,7.3864,836,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",22.1 - 36.8,2,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,24.6,6.6232,899,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",18.0 - 31.3,2,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,24.5,6.0374,811,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",18.5 - 30.6,3,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,,31.1,6.9653,967,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",24.1 - 38.0,3,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,31.9,5.9694,1108,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",25.9 - 37.8,3,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,35.6,9.9264,714,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",25.7 - 45.5,3,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,,36.7,9.494,837,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",27.2 - 46.2,3,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,,26.4,5.2117,836,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",21.2 - 31.6,3,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,25.8,6.2781,899,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",19.5 - 32.1,3,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Received a vaccination,November Week 1,,27.9,1.3882,25630,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",26.5 - 29.3,1,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Received a vaccination,November Week 2,,30,1.6592,25630,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",28.4 - 31.7,1,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Received a vaccination,October Week 1,,14.1,3.1943,25630,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",10.9 - 17.3,1,13,39,1,3,3011339
National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Received a vaccination,October Week 2,,15.1,1.9845,25630,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Don't Know/Refused",13.1 - 17.1,1,13,39,1,3,3011339
State,Illinois,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,19.6,3.5248,757,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",16.1 - 23.1,3,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 1,,35.2,1.2379,17502,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",34.0 - 36.5,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 2,,37.6,1.5489,17502,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",36.1 - 39.2,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 1,,14.6,2.9541,17502,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",11.6 - 17.5,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,,19.5,1.9059,17502,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",17.6 - 21.4,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,,24.5,1.9987,17502,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",22.5 - 26.5,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,,26.3,1.94,17502,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",24.4 - 28.3,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 5,,29.9,2.5621,17502,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",27.4 - 32.5,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,November Week 1,,35.2,1.2379,17502,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",34.0 - 36.5,,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,November Week 2,,37.6,1.5489,17502,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",36.1 - 39.2,,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,October Week 1,,14.6,2.9541,17502,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",11.6 - 17.5,,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,October Week 2,,19.5,1.9059,17502,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",17.6 - 21.4,,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,October Week 3,,24.5,1.9987,17502,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",22.5 - 26.5,,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,October Week 4,,26.3,1.94,17502,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",24.4 - 28.3,,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,October Week 5,,29.9,2.5621,17502,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",27.4 - 32.5,,1,1,26,3,3260101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,42,7.1053,291,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",34.9 - 49.1,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,,35.5,6.1346,354,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",29.4 - 41.6,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,26.6,7.1771,169,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",19.4 - 33.7,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,39.6,10.02,114,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",29.5 - 49.6,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,,32.1,9.7779,128,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",22.3 - 41.9,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,,35.2,7.1143,198,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",28.0 - 42.3,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,35.2,6.7192,290,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",28.4 - 41.9,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,12.8,4.2761,291,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",8.6 - 17.1,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,,15.3,4.2841,354,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",11.0 - 19.6,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,32.8,7.7185,169,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",25.1 - 40.5,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,23.3,8.0051,114,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",15.3 - 31.3,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,,34.8,10.0441,128,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",24.8 - 44.9,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,,24.3,6.5834,198,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",17.7 - 30.8,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,20.7,5.465,290,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",15.2 - 26.2,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,13.7,4.8929,291,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",8.8 - 18.6,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,,16.1,4.8692,354,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",11.2 - 20.9,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,28.4,7.4188,169,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",21.0 - 35.8,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,24.9,8.7457,114,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",16.1 - 33.6,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,,17.3,7.4193,128,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",9.9 - 24.7,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,,18.9,6.2059,198,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",12.7 - 25.1,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,20.2,5.5663,290,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",14.6 - 25.7,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 1,,31.5,1.5012,7863,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",30.0 - 33.0,1,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 2,,33.1,1.7469,7863,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",31.4 - 34.9,1,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 1,,12.3,1.3199,7863,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",10.9 - 13.6,1,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,,12.3,1.3199,7863,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",10.9 - 13.6,1,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,,15.8,2.1988,7863,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",13.6 - 18.0,1,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,,21.6,2.8553,7863,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",18.8 - 24.5,1,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 5,,24,3.371,7863,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",20.6 - 27.4,1,1,1,27,3,3270101
State,Indiana,Overall,18+ years,Up-to-date,Yes,November Week 1,,31.5,1.5012,7863,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",30.0 - 33.0,,1,1,27,3,3270101
State,Indiana,Overall,18+ years,Up-to-date,Yes,November Week 2,,33.1,1.7469,7863,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",31.4 - 34.9,,1,1,27,3,3270101
State,Indiana,Overall,18+ years,Up-to-date,Yes,October Week 1,,12.3,1.3199,7863,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",10.9 - 13.6,,1,1,27,3,3270101
National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,Up-to-date,Yes,November Week 2,,30.8,1.5103,32491,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Gay/Lesbian/Bisexual/Other",29.3 - 32.3,,13,32,1,3,3011332
National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,Up-to-date,Yes,October Week 1,,12.7,2.9668,32491,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Gay/Lesbian/Bisexual/Other",9.8 - 15.7,,13,32,1,3,3011332
National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,Up-to-date,Yes,October Week 2,,14.6,1.0692,32491,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Gay/Lesbian/Bisexual/Other",13.5 - 15.6,,13,32,1,3,3011332
National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,Up-to-date,Yes,October Week 3,,17.7,1.5737,32491,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Gay/Lesbian/Bisexual/Other",16.1 - 19.2,,13,32,1,3,3011332
National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,Up-to-date,Yes,October Week 4,,23.4,2.8391,32491,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Gay/Lesbian/Bisexual/Other",20.6 - 26.2,,13,32,1,3,3011332
National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,Up-to-date,Yes,October Week 5,,25.7,3.0764,32491,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Gay/Lesbian/Bisexual/Other",22.6 - 28.7,,13,32,1,3,3011332
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,31.3,1.9883,12888,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",29.3 - 33.3,4,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,,32.8,1.9766,14053,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",30.8 - 34.8,4,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,30.5,1.7561,16771,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",28.8 - 32.3,4,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,29.5,2.1534,11683,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",27.4 - 31.7,4,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,,31.8,1.9956,12726,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",29.8 - 33.8,4,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,,32,1.8895,13620,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",30.1 - 33.9,4,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,35.1,2.0028,14177,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",33.1 - 37.1,4,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,17.3,1.4756,12888,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",15.8 - 18.8,2,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,,15.2,1.4767,14053,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",13.7 - 16.7,2,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,33.7,1.7143,16771,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",32.0 - 35.4,2,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,31.6,2.1238,11683,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",29.5 - 33.7,2,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,,26.8,1.759,12726,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",25.1 - 28.6,2,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,,24,1.6994,13620,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",22.3 - 25.7,2,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,19.2,1.5363,14177,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",17.7 - 20.8,2,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,18.9,1.6486,12888,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",17.2 - 20.5,3,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,,17.6,1.5835,14053,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",16.0 - 19.2,3,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,21.8,1.59,16771,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",20.2 - 23.4,3,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,22,1.999,11683,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",20.0 - 24.0,3,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,,20.2,1.7131,12726,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",18.5 - 21.9,3,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,,19.4,1.6011,13620,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",17.8 - 21.0,3,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,18.4,1.5045,14177,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",16.9 - 20.0,3,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,November Week 1,,32.6,0.4564,374498,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",32.1 - 33.0,1,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,November Week 2,,34.5,0.5219,374498,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",33.9 - 35.0,1,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,October Week 1,,14,1.0979,374498,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",12.9 - 15.1,1,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,October Week 2,,16.9,0.5938,374498,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",16.3 - 17.4,1,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,October Week 3,,21.2,0.708,374498,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",20.5 - 21.9,1,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,October Week 4,,24.6,0.7214,374498,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",23.9 - 25.4,1,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,October Week 5,,27.2,0.9017,374498,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",26.3 - 28.1,1,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,Up-to-date,Yes,November Week 1,,32.6,0.4564,374498,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",32.1 - 33.0,,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,Up-to-date,Yes,November Week 2,,34.5,0.5219,374498,0,11/11/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",33.9 - 35.0,,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,Up-to-date,Yes,October Week 1,,14,1.0979,374498,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",12.9 - 15.1,,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,Up-to-date,Yes,October Week 2,,16.9,0.5938,374498,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",16.3 - 17.4,,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,Up-to-date,Yes,October Week 3,,21.2,0.708,374498,0,10/14/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",20.5 - 21.9,,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,Up-to-date,Yes,October Week 4,,24.6,0.7214,374498,0,10/21/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",23.9 - 25.4,,13,33,1,3,3011333
National,National,Sexual Orientation,Straight,Up-to-date,Yes,October Week 5,,27.2,0.9017,374498,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, National, Sexual Orientation: Straight",26.3 - 28.1,,13,33,1,3,3011333
National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,35.5,4.5793,2737,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, National, Urbanicity: Rural (Non-MSA)",31.0 - 40.1,4,14,34,1,3,3011434
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,November Week 3,,33.2,0.9654,128159,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income < $75k",32.2 - 34.1,1,10,19,1,3,3011019
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,November Week 3,,33.2,0.9654,128159,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income < $75k",32.2 - 34.1,,10,19,1,3,3011019
