Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.16,2.74,2380,2208598,0,"2023-2024, Alabama. Overall (6 months-17 years)",13.3 - 18.7,,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.16,2.74,2380,2208598,0,"2023-2024, Alabama. Overall (6 months-17 years)",13.3 - 18.7,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.174,3.0035,2380,1108134,0,"2023-2024, Alabama. Overall (6 months-17 years)",14.4 - 20.4,,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.174,3.0035,2380,1108134,0,"2023-2024, Alabama. Overall (6 months-17 years)",14.4 - 20.4,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.181,2.7775,2380,2395019,0,"2023-2024, Alabama. Overall (6 months-17 years)",15.4 - 20.9,,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.181,2.7775,2380,2395019,0,"2023-2024, Alabama. Overall (6 months-17 years)",15.4 - 20.9,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2,3.8643,2380,2794207,0,"2023-2024, Alabama. Overall (6 months-17 years)",16.1 - 23.8,,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2,3.8643,2380,2794207,0,"2023-2024, Alabama. Overall (6 months-17 years)",16.1 - 23.8,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.304,2.7477,2380,1844865,0,"2023-2024, Alabama. Overall (6 months-17 years)",27.7 - 33.2,,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.304,2.7477,2380,1844865,0,"2023-2024, Alabama. Overall (6 months-17 years)",27.7 - 33.2,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.326,3.4246,2380,1605383,0,"2023-2024, Alabama. Overall (6 months-17 years)",29.2 - 36.0,,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.326,3.4246,2380,1605383,0,"2023-2024, Alabama. Overall (6 months-17 years)",29.2 - 36.0,1,1,1,12,3,1,1120101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.174,2.4808,2159,2694165,0,"2023-2024, Arizona. Overall (6 months-17 years)",15.0 - 19.9,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.248,5.7558,2159,1901080,0,"2023-2024, Arizona. Overall (6 months-17 years)",19.0 - 30.5,,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.248,5.7558,2159,1901080,0,"2023-2024, Arizona. Overall (6 months-17 years)",19.0 - 30.5,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.256,6.002,2159,1453915,0,"2023-2024, Arizona. Overall (6 months-17 years)",19.6 - 31.6,,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.256,6.002,2159,1453915,0,"2023-2024, Arizona. Overall (6 months-17 years)",19.6 - 31.6,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.326,3.4462,2159,2301033,0,"2023-2024, Arizona. Overall (6 months-17 years)",29.1 - 36.0,,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.326,3.4462,2159,2301033,0,"2023-2024, Arizona. Overall (6 months-17 years)",29.1 - 36.0,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.327,3.4411,2159,2104543,0,"2023-2024, Arizona. Overall (6 months-17 years)",29.2 - 36.1,,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.327,3.4411,2159,2104543,0,"2023-2024, Arizona. Overall (6 months-17 years)",29.2 - 36.1,1,1,1,14,3,1,1140101
Arkansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.127,2.5697,1844,920173,0,"2023-2024, Arkansas. Overall (6 months-17 years)",10.1 - 15.2,,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.127,2.5697,1844,920173,0,"2023-2024, Arkansas. Overall (6 months-17 years)",10.1 - 15.2,1,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.13,2.5481,1844,1495014,0,"2023-2024, Arkansas. Overall (6 months-17 years)",10.5 - 15.6,,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.13,2.5481,1844,1495014,0,"2023-2024, Arkansas. Overall (6 months-17 years)",10.5 - 15.6,1,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.163,3.48,1844,964304,0,"2023-2024, Arkansas. Overall (6 months-17 years)",12.8 - 19.8,,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.163,3.48,1844,964304,0,"2023-2024, Arkansas. Overall (6 months-17 years)",12.8 - 19.8,1,1,1,15,3,1,1150101
California,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.378,3.1403,2919,7744053,0,"2023-2024, California. Overall (6 months-17 years)",34.7 - 40.9,,1,1,16,3,1,1160101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.378,3.1403,2919,7744053,0,"2023-2024, California. Overall (6 months-17 years)",34.7 - 40.9,1,1,1,16,3,1,1160101
California,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.399,3.4119,2919,8022922,0,"2023-2024, California. Overall (6 months-17 years)",36.5 - 43.3,,1,1,16,3,1,1160101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.399,3.4119,2919,8022922,0,"2023-2024, California. Overall (6 months-17 years)",36.5 - 43.3,1,1,1,16,3,1,1160101
Colorado,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.186,2.6321,2252,1856144,0,"2023-2024, Colorado. Overall (6 months-17 years)",16.0 - 21.2,,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.186,2.6321,2252,1856144,0,"2023-2024, Colorado. Overall (6 months-17 years)",16.0 - 21.2,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.235,3.9751,2252,1181229,0,"2023-2024, Colorado. Overall (6 months-17 years)",19.5 - 27.5,,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.235,3.9751,2252,1181229,0,"2023-2024, Colorado. Overall (6 months-17 years)",19.5 - 27.5,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.275,4.2341,2252,1533869,0,"2023-2024, Colorado. Overall (6 months-17 years)",23.3 - 31.8,,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.275,4.2341,2252,1533869,0,"2023-2024, Colorado. Overall (6 months-17 years)",23.3 - 31.8,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.303,5.2351,2252,1344327,0,"2023-2024, Colorado. Overall (6 months-17 years)",25.1 - 35.6,,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.303,5.2351,2252,1344327,0,"2023-2024, Colorado. Overall (6 months-17 years)",25.1 - 35.6,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.404,3.3484,2252,1677579,0,"2023-2024, Colorado. Overall (6 months-17 years)",37.0 - 43.7,,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.404,3.3484,2252,1677579,0,"2023-2024, Colorado. Overall (6 months-17 years)",37.0 - 43.7,1,1,1,17,3,1,1170101
Delaware,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.207,3.1606,1727,245778,0,"2023-2024, Delaware. Overall (6 months-17 years)",17.5 - 23.8,,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.207,3.1606,1727,245778,0,"2023-2024, Delaware. Overall (6 months-17 years)",17.5 - 23.8,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.259,6.7674,1727,271158,0,"2023-2024, Delaware. Overall (6 months-17 years)",19.1 - 32.7,,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.259,6.7674,1727,271158,0,"2023-2024, Delaware. Overall (6 months-17 years)",19.1 - 32.7,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.279,5.6193,1727,281759,0,"2023-2024, Delaware. Overall (6 months-17 years)",22.3 - 33.6,,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.279,5.6193,1727,281759,0,"2023-2024, Delaware. Overall (6 months-17 years)",22.3 - 33.6,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.279,5.6193,1727,224349,0,"2023-2024, Delaware. Overall (6 months-17 years)",22.3 - 33.6,,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.279,5.6193,1727,224349,0,"2023-2024, Delaware. Overall (6 months-17 years)",22.3 - 33.6,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.377,3.6154,1727,104764,0,"2023-2024, Delaware. Overall (6 months-17 years)",34.1 - 41.3,,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.377,3.6154,1727,104764,0,"2023-2024, Delaware. Overall (6 months-17 years)",34.1 - 41.3,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.416,4.6621,1727,227744,0,"2023-2024, Delaware. Overall (6 months-17 years)",36.9 - 46.2,,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.416,4.6621,1727,227744,0,"2023-2024, Delaware. Overall (6 months-17 years)",36.9 - 46.2,1,1,1,19,3,1,1190101
District of Columbia,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.222,2.6885,2884,504297,0,"2023-2024, District of Columbia. Overall (6 months-17 years)",19.5 - 24.9,,1,1,20,3,1,1200101
District of Columbia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.222,2.6885,2884,504297,0,"2023-2024, District of Columbia. Overall (6 months-17 years)",19.5 - 24.9,1,1,1,20,3,1,1200101
Florida,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.218,6.7666,1933,1750247,0,"2023-2024, Florida. Overall (6 months-17 years)",15.0 - 28.6,,1,1,21,3,1,1210101
Florida,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.218,6.7666,1933,1750247,0,"2023-2024, Florida. Overall (6 months-17 years)",15.0 - 28.6,1,1,1,21,3,1,1210101
Florida,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.218,6.7666,1933,2002141,0,"2023-2024, Florida. Overall (6 months-17 years)",15.0 - 28.6,,1,1,21,3,1,1210101
Florida,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.218,6.7666,1933,2002141,0,"2023-2024, Florida. Overall (6 months-17 years)",15.0 - 28.6,1,1,1,21,3,1,1210101
Florida,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.262,3.4806,1933,2958064,0,"2023-2024, Florida. Overall (6 months-17 years)",22.7 - 29.7,,1,1,21,3,1,1210101
Florida,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.262,3.4806,1933,2958064,0,"2023-2024, Florida. Overall (6 months-17 years)",22.7 - 29.7,1,1,1,21,3,1,1210101
Florida,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.287,4.4149,1933,3827671,0,"2023-2024, Florida. Overall (6 months-17 years)",24.2 - 33.1,,1,1,21,3,1,1210101
Florida,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.287,4.4149,1933,3827671,0,"2023-2024, Florida. Overall (6 months-17 years)",24.2 - 33.1,1,1,1,21,3,1,1210101
Georgia,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.172,2.4523,1740,973180,0,"2023-2024, Georgia. Overall (6 months-17 years)",14.8 - 19.7,,1,1,22,3,1,1220101
Georgia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.172,2.4523,1740,973180,0,"2023-2024, Georgia. Overall (6 months-17 years)",14.8 - 19.7,1,1,1,22,3,1,1220101
Georgia,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.172,2.4523,1740,1629642,0,"2023-2024, Georgia. Overall (6 months-17 years)",14.8 - 19.7,,1,1,22,3,1,1220101
Georgia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.172,2.4523,1740,1629642,0,"2023-2024, Georgia. Overall (6 months-17 years)",14.8 - 19.7,1,1,1,22,3,1,1220101
Georgia,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.232,6.5422,1740,2039428,0,"2023-2024, Georgia. Overall (6 months-17 years)",16.6 - 29.7,,1,1,22,3,1,1220101
Georgia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.232,6.5422,1740,2039428,0,"2023-2024, Georgia. Overall (6 months-17 years)",16.6 - 29.7,1,1,1,22,3,1,1220101
Georgia,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.232,6.5422,1740,2102934,0,"2023-2024, Georgia. Overall (6 months-17 years)",16.6 - 29.7,,1,1,22,3,1,1220101
Hawaii,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.353,3.4628,2226,312116,0,"2023-2024, Hawaii. Overall (6 months-17 years)",31.8 - 38.8,,1,1,24,3,1,1240101
Hawaii,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.353,3.4628,2226,312116,0,"2023-2024, Hawaii. Overall (6 months-17 years)",31.8 - 38.8,1,1,1,24,3,1,1240101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.084,2.1257,1264,325779,0,"2023-2024, Idaho. Overall (6 months-17 years)",6.3 - 10.5,,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,,,1264,325779,1,"2023-2024, Idaho. Overall (6 months-17 years)", - ,1,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.117,6.1318,1264,367224,0,"2023-2024, Idaho. Overall (6 months-17 years)",5.6 - 17.9,,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.117,6.1318,1264,367224,0,"2023-2024, Idaho. Overall (6 months-17 years)",5.6 - 17.9,1,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.149,6.0043,1264,460478,0,"2023-2024, Idaho. Overall (6 months-17 years)",8.8 - 20.9,,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.149,6.0043,1264,460478,0,"2023-2024, Idaho. Overall (6 months-17 years)",8.8 - 20.9,1,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.149,6.0043,1264,515415,0,"2023-2024, Idaho. Overall (6 months-17 years)",8.8 - 20.9,,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.149,6.0043,1264,515415,0,"2023-2024, Idaho. Overall (6 months-17 years)",8.8 - 20.9,1,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.27,4.3436,1264,707935,0,"2023-2024, Idaho. Overall (6 months-17 years)",22.7 - 31.4,,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.27,4.3436,1264,707935,0,"2023-2024, Idaho. Overall (6 months-17 years)",22.7 - 31.4,1,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.27,4.3436,1264,688670,0,"2023-2024, Idaho. Overall (6 months-17 years)",22.7 - 31.4,,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.27,4.3436,1264,688670,0,"2023-2024, Idaho. Overall (6 months-17 years)",22.7 - 31.4,1,1,1,25,3,1,1250101
Indiana,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.165,3.3539,1721,1255553,0,"2023-2024, Indiana. Overall (6 months-17 years)",13.2 - 19.9,,1,1,27,3,1,1270101
Indiana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.165,3.3539,1721,1255553,0,"2023-2024, Indiana. Overall (6 months-17 years)",13.2 - 19.9,1,1,1,27,3,1,1270101
Indiana,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2,5.734,1721,1400647,0,"2023-2024, Indiana. Overall (6 months-17 years)",14.3 - 25.7,,1,1,27,3,1,1270101
Indiana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2,5.734,1721,1400647,0,"2023-2024, Indiana. Overall (6 months-17 years)",14.3 - 25.7,1,1,1,27,3,1,1270101
Indiana,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2,5.734,1721,1949993,0,"2023-2024, Indiana. Overall (6 months-17 years)",14.3 - 25.7,,1,1,27,3,1,1270101
Indiana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2,5.734,1721,1949993,0,"2023-2024, Indiana. Overall (6 months-17 years)",14.3 - 25.7,1,1,1,27,3,1,1270101
Indiana,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.299,2.9032,1721,2252260,0,"2023-2024, Indiana. Overall (6 months-17 years)",27.0 - 32.8,,1,1,27,3,1,1270101
Indiana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.299,2.9032,1721,2252260,0,"2023-2024, Indiana. Overall (6 months-17 years)",27.0 - 32.8,1,1,1,27,3,1,1270101
National,National,Age,12-17 years,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.465,1.2302,34758,25925061,0,"2023-2024, National. Age: 12-17 years",45.2 - 47.7,,2,7,1,1,1,1010207
National,National,Age,13-17 years,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.451,1.3718,26385,20305437,0,"2023-2024, National. Age: 13-17 years",43.8 - 46.5,,2,9,1,1,1,1010209
National,National,Age,5-11 years,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.526,1.2542,41378,26878040,0,"2023-2024, National. Age: 5-11 years",51.4 - 53.9,,2,6,1,1,1,1010206
Indiana,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.317,3.4252,1721,2574049,0,"2023-2024, Indiana. Overall (6 months-17 years)",28.3 - 35.2,,1,1,27,3,1,1270101
Indiana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.317,3.4252,1721,2574049,0,"2023-2024, Indiana. Overall (6 months-17 years)",28.3 - 35.2,1,1,1,27,3,1,1270101
Iowa,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.178,5.1024,1180,459164,0,"2023-2024, Iowa. Overall (6 months-17 years)",12.7 - 22.9,,1,1,28,3,1,1280101
Iowa,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.178,5.1024,1180,459164,0,"2023-2024, Iowa. Overall (6 months-17 years)",12.7 - 22.9,1,1,1,28,3,1,1280101
Iowa,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.181,4.8082,1180,811161,0,"2023-2024, Iowa. Overall (6 months-17 years)",13.3 - 22.9,,1,1,28,3,1,1280101
Iowa,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.181,4.8082,1180,811161,0,"2023-2024, Iowa. Overall (6 months-17 years)",13.3 - 22.9,1,1,1,28,3,1,1280101
Kansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.335,3.4942,2610,363960,0,"2023-2024, Kansas. Overall (6 months-17 years)",30.0 - 37.0,,1,1,29,3,1,1290101
Kansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.335,3.4942,2610,363960,0,"2023-2024, Kansas. Overall (6 months-17 years)",30.0 - 37.0,1,1,1,29,3,1,1290101
Kansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.337,3.4818,2610,467626,0,"2023-2024, Kansas. Overall (6 months-17 years)",30.2 - 37.1,,1,1,29,3,1,1290101
Kansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.337,3.4818,2610,467626,0,"2023-2024, Kansas. Overall (6 months-17 years)",30.2 - 37.1,1,1,1,29,3,1,1290101
Kentucky,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.158,2.6239,1980,936422,0,"2023-2024, Kentucky. Overall (6 months-17 years)",13.2 - 18.4,,1,1,30,3,1,1300101
Kentucky,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.158,2.6239,1980,936422,0,"2023-2024, Kentucky. Overall (6 months-17 years)",13.2 - 18.4,1,1,1,30,3,1,1300101
Kentucky,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.161,2.6022,1980,1396523,0,"2023-2024, Kentucky. Overall (6 months-17 years)",13.5 - 18.7,,1,1,30,3,1,1300101
Kentucky,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.161,2.6022,1980,1396523,0,"2023-2024, Kentucky. Overall (6 months-17 years)",13.5 - 18.7,1,1,1,30,3,1,1300101
Kentucky,State,Overall,Overall,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.175,3.2328,1980,1331952,0,"2023-2024, Kentucky. Overall (6 months-17 years)",14.2 - 20.7,,1,1,30,3,1,1300101
Kentucky,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.175,3.2328,1980,1331952,0,"2023-2024, Kentucky. Overall (6 months-17 years)",14.2 - 20.7,1,1,1,30,3,1,1300101
